Supplier ID,Cost,Quality,Delivery time,Reliability,Flexibility,Capacity,Innovation,Reputation,Financial stability,Environmental impact,Social responsibility,Safety record,Technical expertise,Customer service,Lead time,Responsiveness,Contract terms,Diversity,Sustainability,Scalability,Supplier’s default
1652,0.579,0.509,0.492,0.351,0.896,0.532,0.019,Excellent,0.969,0.362,0.821,0.853,0.497,0.248,0.219,0.255,0.345,0.407,0.208,0.166,1
1653,0.129,0.133,0.768,0.439,0.097,0.252,0.981,Excellent,0.347,0.45,0.436,0.203,0.119,0.59,0.764,0.696,0.416,0.735,0.175,0.291,1
1654,0.671,0.381,0.321,0.063,0.948,0.021,0.213,Excellent,0.788,0.983,0.513,0.84,0.421,0.867,0.599,0.286,0.05,0.899,0.795,0.05,2
1655,0.433,0.251,0.865,0.612,0.891,0.767,0.824,Average,0.623,0.874,0.833,0.053,0.133,0.586,0.384,0.453,0.911,0.504,0.491,0.826,2
1656,0.127,0.479,0.255,0.352,0.143,0.966,0.058,Bad,0.499,0.597,0.788,0.278,0.006,0.311,0.754,0.233,0.368,0.832,0.345,0.864,1
1657,0.756,0.321,0.636,0.215,0.141,0.358,0.73,Bad,0.316,0.851,0.315,0.013,0.955,0.516,0.052,0.335,0.941,0.752,0.366,0.529,1
1658,0.298,0.926,0.73,0.295,0.825,0.783,0.411,Excellent,0.193,0.699,0.903,0.556,0.462,0.726,0.309,0.397,0.118,0.274,0.291,0.332,2
1659,0.925,0.124,0.089,0.575,0.256,0.255,0.933,Excellent,0.046,0.389,0.989,0.257,0.678,0.493,0.187,0.459,0.327,0.485,0.596,0.54,2
1660,0.989,0.891,0.807,0.73,0.219,0.167,0.118,Average,0.853,0.634,0.174,0.02,0.823,0.046,0.575,0.527,0.029,0.327,0.857,0.338,1
1661,0.778,0.426,0.233,0.202,0.784,0.775,0.346,Excellent,0.694,0.846,0.582,0.433,0.233,0.281,0.235,0.205,0.759,0.131,0.691,0.831,1
1662,0.1,0.874,0.198,0.76,0.758,0.553,0.091,Good,0.781,0.51,0.39,0.268,0.996,0.419,0.246,0.91,0.986,0.105,0.174,0.968,1
1663,0.856,0.994,0.146,0.401,0.301,0.787,0.969,Average,0.739,0.354,0.932,0.172,0.189,0.913,0.183,0.998,0.221,0.707,0.202,0.792,1
1664,0.653,0.089,0.73,0.902,0.375,0.858,0.315,Average,0.615,0.941,0.649,0.039,0.097,0.419,0.695,0.097,0.938,0.961,0.125,0.352,2
1665,0.002,0.719,0.895,0.54,0.595,0.296,0.328,Excellent,0.495,0.082,0.709,0.344,0.49,0.353,0.171,0.883,0.38,0.403,0.285,0.099,1
1666,0.45,0.075,0.503,0.679,0.765,0.121,0.503,Good,0.168,0.563,0.485,0.991,0.222,0.532,0.58,0.375,0.884,0.896,0.091,0.475,1
1667,0.938,0.489,0.967,0.674,0.982,0.646,0.973,Bad,0.678,0.032,0.136,0.22,0.698,0.356,0.545,0.439,0.413,0.607,0.855,0.792,1
1668,0.301,0.683,0.538,0.633,0.022,0.273,0.712,Bad,0.21,0.448,0.985,0.796,0.444,0.891,0.921,0.227,0.023,0.221,0.46,0.462,2
1669,0.457,0.044,0.721,0.555,0.09,0.302,0.921,Excellent,0.576,0.024,0.999,0.592,0.99,0.431,0.822,0.272,0.318,0.54,0.255,0.284,1
1670,0.936,0.697,0.661,0.097,0.157,0.709,0.123,Bad,0.434,0.973,0.945,0.927,0.91,0.284,0.388,0.441,0.856,0.169,0.021,0.818,1
1671,0.887,0.825,0.726,0.721,0.362,0.025,0.504,Excellent,0.475,0.894,0.38,0.726,0.586,0.903,0.26,0.573,0.361,0.645,0.627,0.497,2
1672,0.122,0.506,0.044,0.813,0.867,0.96,0.829,Excellent,0.339,0.758,0.897,0.811,0.165,0.433,0.804,0.23,0.305,0.168,0.838,0.282,2
1673,0.254,0.026,0.759,0.502,0.694,0.026,0.851,Average,0.593,0.55,0.578,0.807,0.495,0.742,0.605,0.057,0.804,0.361,0.019,0.192,1
1674,0.627,0.96,0.755,0.558,0.422,0.701,0.549,Good,0.998,0.975,0.26,0.75,0.714,0.38,0.394,0.848,1,0.287,0.823,0.199,2
1675,0.132,0.419,0.309,0.271,0.63,0.014,0.215,Good,0.369,0.205,0.872,0.007,0.916,0.043,0.884,0.714,0.07,0.115,0.164,0.653,1
1676,0.593,0.74,0.64,0.572,0.296,0.181,0.882,Average,0.637,0.191,0.836,0.896,0.14,0.557,0.549,0.088,0.796,0.044,0.636,0.347,2
1677,0.096,0.383,0.951,0.531,0.955,0.963,0.625,Average,0.816,0.84,0.959,0.885,0.996,0.543,0.223,0.152,0.982,0.517,0.641,0.366,2
1678,0.009,0.056,0.539,0.453,0.757,0.249,0.023,Bad,0.775,0.91,0.061,0.836,0.82,0.007,0.545,0.336,0.582,0.677,0.884,0.393,1
1679,0.245,0.602,0.275,0.515,0.923,0.16,0.629,Bad,0.571,0.888,0.775,0.37,0.089,0.098,0.529,0.191,0.986,0.799,0.785,0.784,1
1680,0.517,0.154,0.226,0.23,0.542,0.796,0.42,Bad,0.249,0.021,0.156,0.349,0.211,0.119,0.446,0.254,0.672,0.458,0.719,0.54,1
1681,0.695,0.386,0.884,0.428,0.489,0.444,0.657,Bad,0.4,0.634,0.917,0.148,0.814,0.065,0.332,0.871,0.73,0.558,0.992,0.577,1
1682,0.545,0.753,0.764,0.322,0.819,0.87,0.426,Good,0.866,0.065,0.134,0.582,0.989,0.458,0.75,0.85,0.159,0.564,0.049,0.416,1
1683,0.427,0.022,0.888,0.908,0.585,0.096,0.427,Bad,0.509,0.87,0.217,0.112,0.9,0.963,0.139,0.849,0.289,0.513,0.483,0.717,1
1684,0.222,0.433,0.413,0.034,0.687,0.882,0.261,Excellent,0.49,0.803,0.575,0.473,0.047,0.787,0.449,0.491,0.573,0.671,0.921,0.89,2
1685,0.055,0.625,0.721,0.097,0.812,0.858,0.896,Excellent,0.406,0.196,0.567,0.653,0.59,0.506,0.229,0.439,0.427,0.677,0.804,0.29,1
1686,0.328,0.825,0.06,0.9,0.281,0.741,0.502,Bad,0.202,0.897,0.7,0.942,0.438,0.348,0.567,0.009,0.106,0.437,0.716,0.678,1
1687,0.506,0.398,0.214,0.089,0.952,0.018,0.476,Bad,0.658,0.469,0.463,0.259,0.773,0.042,0.785,0.81,0.491,0.444,0.725,0.794,1
1688,0.542,0.284,0.148,0.036,0.532,0.264,0.707,Bad,0.721,0.595,0.001,0.283,0.953,0.753,0.383,0.684,0.959,0.851,0.436,0.923,1
1689,0.329,0.7,0.467,0.583,0.902,0.198,0.761,Good,0.244,0.897,0.972,0.487,0.484,0.898,0.194,0.665,0.571,0.779,0.052,0.418,2
1690,0.319,0.355,0.37,0.389,0.16,0.477,0.612,Excellent,0.57,0.277,0.479,0.111,0.716,0.448,0.026,0.61,0.812,0.624,0.643,0.642,1
1691,0.93,0.736,0.894,0.478,0.01,0.88,0.061,Good,0.734,0.715,0.459,0.403,0.024,0.806,0.337,0.487,0.534,0.363,0.758,0.456,2
1692,0.734,0.59,0.597,0.626,0.286,0.662,0.983,Excellent,0.026,0.317,0.537,0.152,0.693,0.558,0.292,0.061,0.149,0.29,0.965,0.339,2
1693,0.712,0.931,0.792,0.759,0.237,0.08,0.021,Average,0.097,0.459,0.342,0.026,0.313,0.818,0.061,0.041,0.247,0.303,0.93,0.757,1
1694,0.992,0.126,0.694,0.99,0.01,0.961,0.151,Bad,0.701,0.74,0.738,0.203,0.574,0.455,0.936,0.659,0.212,0.79,0.464,0.907,2
1695,0.012,0.367,0.962,0.248,0.252,0.628,0.38,Excellent,0.793,0.905,0.047,0.026,0.196,0.749,0.798,0.502,0.251,0.604,0.213,0.364,1
1696,0.151,0.009,0.441,0.78,0.712,0.639,0.626,Excellent,0.711,0.002,0.482,0.199,0.349,0.16,0.212,0.115,0.925,0.2,0.455,0.703,1
1697,0.17,0.662,0.64,0.501,0.791,0.598,0.832,Average,0.56,0.245,0.523,0.942,0.839,0.599,0.641,0.808,0.179,0.593,0.847,0.682,2
1698,0.139,0.959,0.973,0.838,0.418,0.136,0.009,Average,0.132,0.814,0.799,0.103,0.063,0.54,0.174,0.59,0.035,0.383,0.429,0.204,2
1699,0.09,0.977,0.823,0.31,0.261,0.288,0.419,Excellent,0.177,0.044,0.126,0.28,0.577,0.674,0.47,0.684,0.771,0.779,0.751,0.206,1
1700,0.428,0.888,0.155,0.644,0.209,0.946,0.059,Average,0.69,0.639,0.819,0.64,0.464,0.003,0.134,0.764,0.328,0.539,0.906,0.191,1
1701,0.82,0.912,0.242,0.807,0.118,0.808,0.961,Excellent,0.511,0.541,0.557,0.91,0.475,0.409,0.154,0.176,0.277,0.344,0.315,0.925,1
1702,0.64,0.331,0.299,0.272,0.353,0.399,0.936,Bad,0.806,0.376,0.399,0.333,0.509,0.844,0.787,0.931,0.924,0.092,0.375,0.019,1
1703,0.559,0.135,0.784,0.876,0.019,0.079,0.28,Good,0.975,0.753,0.241,0.233,0.592,0.495,0.722,0.753,0.835,0.75,0.266,0.909,1
1704,0.495,0.852,0.923,0.24,0.969,0.826,0.328,Average,0.093,0.928,0.504,0.57,0.558,0.12,0.983,0.862,0.397,0.054,0.564,0.989,1
1705,0.389,0.965,0.444,0.281,0.403,0.99,0.136,Good,0.464,0.303,0.45,0.643,0.927,0.316,0.821,0.449,0.094,0.038,0.549,0.814,1
1706,0.641,0.333,0.835,0.921,0.456,0.624,0.872,Excellent,0.719,0.758,0.333,0.845,0.618,0.175,0.578,0.297,0.119,0.264,0.18,0.218,1
1707,0.673,0.164,0.394,0.792,0.147,0.238,0.445,Excellent,0.374,0.484,0.549,0.829,0.558,0.548,0.186,0.863,0.829,0.206,0.3,0.528,1
1708,0.095,0.234,0.978,0.323,0.588,0.752,0.585,Average,0.451,0.978,0.749,0.06,0.363,0.939,0.375,0.656,0.576,0.638,0.892,0.161,2
1709,0.269,0.483,0.755,0.844,0.755,0.7,0.586,Bad,0.41,0.445,0.399,0.073,0.051,0.643,0.627,0.294,0.069,0.859,0.216,0.945,1
1710,0.107,0.369,0.451,0.907,0.591,0.891,0.572,Average,0.077,0.489,0.52,0.094,0.025,0.006,0.995,0.735,0.193,0.644,0.433,0.951,1
1711,0.346,0.625,0.912,0.611,0.406,0.869,0.141,Average,0.716,0.387,0.011,0.416,0.319,0.475,0.634,0.131,0.963,0.237,0.713,0.595,1
1712,0.95,0.248,0.746,0.362,0.216,0.678,0.41,Excellent,0.066,0.866,0.316,0.975,0.907,0.862,0.111,0.474,0.233,0.33,0.644,0.856,2
1713,0.228,0.38,0.537,0.066,0.934,0.301,0.806,Bad,0.959,0.147,0.409,0.739,0.887,0.376,0.043,0.176,0.499,0.385,0.997,0.446,1
1714,0.99,0.127,0.716,0.582,0.839,0.721,0.553,Average,0.109,0.948,0.69,0.066,0.15,0.697,0.648,0.199,0.946,0.426,0.625,0.107,1
1715,0.61,0.509,0.685,0.011,0.059,0.94,0.018,Good,0.662,0.746,0.025,0.183,0.364,0.294,0.462,0.556,0.62,0.485,0.072,0.764,1
1716,0.235,0.524,0.181,0.467,0.914,0.038,0.501,Average,0.604,0.081,0.2,0.548,0.815,0.638,0.683,0.819,0.506,0.087,0.484,0.772,1
1717,0.347,0.636,0.99,0.17,0.285,0.581,0.791,Bad,0.528,0.413,0.437,0.931,0.137,0.641,0.479,0.682,0.669,0.275,0.485,0.566,1
1718,0.164,0.636,0.788,0.082,0.005,0.557,0.428,Bad,0.162,0.951,0.376,0.521,0.183,0.25,0.88,0.955,0.586,0.254,0.006,0.193,1
1719,0.978,0.742,0.197,0.816,0.801,0.379,0.743,Good,0.49,0.104,0.097,0.696,0.924,0.465,0.82,0.97,0.315,0.424,0.109,0.08,1
1720,0.375,0.122,0.816,0.813,0.293,0.059,0.075,Excellent,0.818,0.731,0.835,0.302,0.5,0.201,0.832,0.211,0.365,0.963,0.56,0.49,2
1721,0.082,0.935,0.894,0.084,0.605,0.585,0.879,Excellent,0.754,0.668,0.117,0.496,0.415,0.906,0.193,0.874,0.125,0.574,0.006,0.072,1
1722,0.046,0.821,0.32,0.285,0.794,0.203,0.9,Good,0,0.025,0.126,0.356,0.768,0.735,0.481,0.494,0.298,0.956,0.148,0.939,1
1723,0.419,0.518,0.311,0.799,0.336,0.317,0.662,Good,0.596,0.281,0.807,0.388,0.93,0.968,0.312,0.266,0.82,0.039,0.642,0.203,1
1724,0.937,0.934,0.924,0.603,0.552,0.981,0.472,Excellent,0.299,0.943,0.398,0.786,0.867,0.803,0.989,0.639,0.925,0.411,0.199,0.113,2
1725,0.504,0.793,0.307,0.586,0.809,0.931,0.884,Average,0.124,0.312,0.615,0.898,0.921,0.128,0.368,0.766,0.52,0.887,0.876,0.777,1
1726,0.276,0.968,0.068,0.477,0.273,0.455,0.544,Good,0.465,0.683,0.049,0.836,0.307,0.414,0.554,0.874,0.343,0.78,0.56,0.093,1
1727,0.217,0.714,0.533,0.044,0.721,0.73,0.884,Average,0.205,0.924,0.141,0.946,0.097,0.753,0.572,0.853,0.157,0.886,0.717,0.044,2
1728,0.024,0.604,0.758,0.103,0.62,0.129,0.625,Average,0.246,0.122,0.716,0.41,0.869,0.108,0.337,0.641,0.946,0.294,0.084,0.678,1
1729,0.968,0.033,0.621,0.036,0.505,0.499,0.969,Good,0.055,0.47,0.054,0.46,0.026,0.936,0.538,0.377,0.373,0.961,0.956,0.578,2
1730,0.262,0.373,0.902,0.7,0.357,0.77,0.802,Average,0.143,0.87,0.524,0.475,0.342,0.824,0.417,0.681,0.937,0.527,0.601,0.24,2
1731,0.865,0.873,0.164,0.496,0.515,0.763,0.903,Good,0.977,0.364,0.565,0.25,0.967,0.72,0.765,0.516,0.896,0.108,0.807,0.566,2
1732,0.138,0.323,0.253,0.963,0.852,0.632,0.067,Good,0.127,0.685,0.231,0.868,0.402,0.818,0.842,0.661,0.504,0.678,0.503,0.507,2
1733,0.855,0.268,0.764,0.843,0.631,0.88,0.723,Excellent,0.072,0.082,0.41,0.735,0.755,0.998,0.096,0.041,0.718,0.615,0.334,0.609,2
1734,0.703,0.339,0.711,0.423,0.923,0.634,0.085,Average,0.966,0.01,0.564,0.526,0.754,0.393,0.438,0.746,0.437,0.479,0.241,0.068,1
1735,0.372,0.692,0.505,0.636,0.722,0.856,0.19,Bad,0.093,0.387,0.701,0.19,0.629,0.965,0.238,0.622,0.854,0.759,0.491,0.311,1
1736,0.279,0.61,0.657,0.495,0.427,0.102,0.964,Excellent,0.764,0.939,0.972,0.813,0.959,0.092,0.165,0.955,0.957,0.979,0.246,0.528,2
1737,0.986,0.674,0.844,0.3,0.714,0.02,0.103,Excellent,0.564,0.7,0.325,0.961,0.1,0.909,0.529,0.783,0.178,0.847,0.69,0.727,2
1738,0.775,0.22,0.153,0.007,0.563,0.222,0.834,Good,0.591,0.85,0.078,0.172,0.727,0.733,0.866,0.88,0.745,0.922,0.803,0.575,1
1739,0.65,0.805,0.41,0.887,0.511,0.709,0.465,Good,0.386,0.173,0,0.972,0.769,0.789,0.516,0.177,0.486,0.666,0.363,0.781,1
1740,0.129,0.667,0.777,0.806,0.572,0.69,0.605,Good,0.171,0.838,0.282,0.359,0.886,0.501,0.553,0.64,0.683,0.714,0.235,0.56,2
1741,0.918,0.679,0.9,0.12,0.888,0.589,0.916,Average,0.112,0.426,0.347,0.91,0.71,0.305,0.116,0.229,0.306,0.829,0.201,0.386,1
1742,0.563,0.009,0.791,0.508,0.472,0.383,0.667,Bad,0.193,0.386,0.737,0.74,0.414,0.702,0.077,0.489,0.11,0.99,0.953,0.05,1
1743,0.333,0.743,0.785,0.309,0.499,0.671,0.51,Good,0.295,0.595,0.554,0.093,0.98,0.493,0.973,0.558,0.907,0.501,0.795,0.358,1
1744,0.486,0.948,0.835,0.898,0.226,0.665,0.26,Bad,0.019,0.548,0.978,0.825,0.188,0.169,0.231,0.73,0.3,0.484,0.737,0.229,1
1745,0.765,0.286,0.421,0.32,0.896,0.461,0.108,Good,0.319,0.844,0.104,0.086,0.005,0.659,0.01,0.486,0.931,0.107,0.615,0.215,1
1746,0.434,0.81,0.177,0.994,0.69,0.033,0.126,Bad,0.48,0.743,0.941,0.998,0.71,0.998,0.042,0.028,0.989,0.848,0.679,0.555,1
1747,0.754,0.014,0.582,0.714,0.901,0.475,0.291,Excellent,0.422,0.175,0.205,0.578,0.664,0.103,0.734,0.762,0.314,0.834,0.58,0.438,1
1748,0.128,0.128,0.711,0.246,0.05,0.091,0.607,Good,0.786,0.454,0.803,0.56,0.337,0.693,0.827,0.991,0.398,0.849,0.687,0.809,1
1749,0.804,0.926,0.34,0.809,0.361,0.522,0.497,Good,0.019,0.059,0.724,0.555,0.221,0.743,0.435,0.003,0.542,0.655,0.193,0.09,1
1750,0.396,0.024,0.876,0.331,0.876,0.055,0.703,Average,0.115,0.179,0.926,0.867,0.37,0.217,0.357,0.133,0.511,0.706,0.352,0.963,1
1751,0.8,0.988,0.728,0.556,0.296,0.195,0.98,Excellent,0.197,0.928,0.77,0.862,0.316,0.293,0.557,0.143,0.733,0.385,0.685,0.275,2
1752,0.688,0.459,0.447,0.222,0.789,0.19,0.719,Excellent,0.598,0.013,0.573,0.656,0.026,0.555,0.728,0.673,0.807,0.477,0.826,0.163,1
1753,0.191,0.785,0.865,0.494,0.949,0.576,0.178,Bad,0.743,0.148,0.56,0.428,0.596,0.092,0.062,0.291,0.322,0.417,0.935,0.751,1
1754,0.278,0.437,0.559,0.909,0.253,0.338,0.538,Good,0.474,0.432,0.485,0.475,0.612,0.422,0.33,0.276,0.412,0.363,0.653,0.966,1
1755,0.643,0.028,0.415,0.962,0.691,0.348,0.304,Average,0.643,0.576,0.762,0.703,0.501,0.786,0.764,0.773,0.883,0.275,0.728,0.843,2
1756,0.309,0.45,0.647,0.373,0.746,0.147,0.167,Bad,0.199,0.37,0.622,0.698,0.004,0.839,0.667,0.809,0.819,0.435,0.767,0.048,1
1757,0.759,0.706,0.107,0.346,0.761,0.809,0.943,Bad,0.003,0.889,0.514,0.77,0.577,0.772,0.216,0.035,0.19,0.631,0.729,0.836,2
1758,0.97,0.345,0.992,0.603,0.249,0.777,0.189,Bad,0.715,0.12,0.426,0.277,0.552,0.522,0.78,0.169,0.936,0.422,0.606,0.044,1
1759,0.495,0.149,0.483,0.552,0.931,0.739,0.712,Bad,0.356,0.34,0.948,0.833,0.748,0.518,0.858,0.621,0.413,0.748,0.503,0.631,1
1760,0.363,0.413,0.133,0.965,0.451,0.226,0.945,Excellent,0.884,0.086,0.679,0.346,0.483,0.472,0.937,0.16,0.902,0.744,0.454,0.985,1
1761,0.801,0.979,0.823,0.364,0.062,0.205,0.986,Bad,0.597,0.968,0.78,0.44,0.171,0.831,0.133,0.113,0.108,0.634,0.398,0.457,2
1762,0.938,0.443,0.231,0.337,0.675,0.906,0.293,Bad,0.553,0.805,0.306,0.934,0.392,0.085,0.673,0.545,0.837,0.654,0.494,0.723,1
1763,0.218,0.06,0.722,0.307,0.742,0.109,0.294,Excellent,0.707,0.053,0.162,1,0.099,0.253,0.754,0.453,0.795,0.951,0.86,0.648,1
1764,0.214,0.654,0.752,0.547,0.904,0.07,0.602,Bad,0.341,0.672,0.131,0.606,0.213,0.32,0.701,0.575,0.149,0.985,0.843,0.379,1
1765,0.926,0.526,0.085,0.343,0.227,0.483,0.437,Bad,0.035,0.721,0.24,0.216,0.258,0.401,0.606,0.645,0.791,0.941,0.873,0.189,1
1766,0.083,0.478,0.512,0.972,0.748,0.561,0.083,Good,0.08,0.998,0.22,0.188,0.795,0.045,0.583,0.17,0.543,0.482,0.197,0.071,1
1767,0.721,0.503,0.736,0.628,0.487,0.789,0.362,Excellent,0.997,0.849,0.249,0.237,0.522,0.011,0.301,0.587,0.049,0.35,0.688,0.19,1
1768,0.545,0.573,0.578,0.996,0.095,0.203,0.102,Bad,0.359,0.488,0.852,0.021,0.188,0.751,0.239,0.756,0.588,0.971,0.025,0.016,1
1769,0.166,0.964,0.884,0.668,0.798,0.876,0.814,Good,0.402,0.164,0.97,0.277,0.484,0.388,0.982,0.091,0.444,0.135,0.081,0.757,2
1770,0.707,0.149,0.388,0.884,0.536,0.173,0.39,Bad,0.883,0.705,0.642,0.731,0.432,0.36,0.074,0.459,0.705,0.87,0.459,0.14,1
1771,0.281,0.75,0.018,0.434,0.045,0.016,0.994,Good,0.206,0.519,0.4,0.62,0.78,0.781,0.705,0.266,0.577,0.342,0.077,0.169,1
1772,0.085,0.727,0.092,0.257,0.971,0.559,0.801,Average,0.716,0.234,0.745,0.897,0.91,0.584,0.916,0.88,0.437,0.203,0.642,0.295,1
1773,0.974,0.283,0.965,0.386,0.779,0.088,0.265,Bad,0.235,0.053,0.259,0.206,0.806,0.486,0.378,0.802,0.82,0.009,0.256,0.165,1
1774,0.845,0.51,0.14,0.321,0.485,0.057,0.286,Excellent,0.468,0.487,0.272,0.494,0.484,0.525,0.651,0.685,0.839,0.854,0.653,0.977,1
1775,0.682,0.267,0,0.815,0.302,0.795,0.512,Average,0.586,0.1,0.183,0.351,0.248,0.287,0.104,0.203,0.352,0.845,0.384,0.691,1
1776,0.463,0.633,0.844,0.569,0.754,0.846,0.009,Excellent,0.554,0.656,0.227,0.131,0.082,0.592,0.227,0.538,0.574,0.799,0.093,0.852,1
1777,0.381,0.193,0.004,0.48,0.589,0.044,0.737,Excellent,0.436,0.987,0.737,0.485,0.431,0.313,0.088,0.604,0.803,0.684,0.573,0.252,1
1778,0.327,0.726,0.517,0.481,0.774,0.61,0.717,Excellent,0.173,0.963,0.898,0.301,0.373,0.617,0.244,0.953,0.771,0.375,0.036,0.274,2
1779,0.081,0.864,0.637,0.235,0.909,0.678,0.616,Good,0.016,0.756,0.955,0.54,0.734,0.483,0.658,0.249,0.296,0.705,0.349,0.991,1
1780,0.564,0.275,0.444,0.594,0.152,0.108,0.431,Average,0.656,0.094,0.046,0.643,0.726,0.601,0.849,0.246,0.585,0.422,0.556,0.733,1
1781,0.142,0.271,0.734,0.944,0.319,0.735,0.106,Excellent,0.271,0.425,0.387,0.908,0.168,0.529,0.21,0.722,0.556,0.07,0.974,0.012,1
1782,0.132,0.103,0.943,0.852,0.247,0.516,0.541,Bad,0.244,0.085,0.936,0.352,0.526,0.745,0.558,0.67,0.442,0.581,0.487,0.416,1
1783,0.071,0.799,0.921,0.893,0.803,0.031,0.609,Excellent,0.202,0.289,0.043,0.389,0.959,0.982,0.107,0.73,0.347,0.28,0.104,0.247,1
1784,0.34,0.654,0.359,0.398,0.266,0.049,0.363,Good,0.027,0.895,0.026,0.988,0.232,0.49,0.436,0.09,0.218,0.133,0.004,0.933,1
1785,0.243,0.859,0.679,0.858,0.889,0.914,0.758,Excellent,0.149,0.976,0.645,0.314,0.134,0.706,0.996,0.912,0.609,0.595,0.585,0.78,2
1786,0.788,0.822,0.923,0.463,0.79,0.443,0.459,Good,0.265,0.091,0.458,0.136,0.973,0.917,0.335,0.255,0.629,0.46,0.616,0.276,1
1787,0.308,0.407,0.41,0.553,0.297,0.132,0.5,Bad,0.086,0.227,0.054,0.421,0.624,0.03,0.48,0.207,0.711,0.187,0.479,0.987,1
1788,0.484,0.029,0.469,0.335,0.526,0.071,0.083,Bad,0.698,0.349,0.239,0.04,0.869,0.436,0.634,0.68,0.367,0.234,0.521,0.143,1
1789,0.918,0.181,0.1,0.476,0.517,0.706,0.387,Bad,0.501,0.035,0.552,0.602,0.606,0.217,0.104,0.561,0.106,0.55,0.311,0.816,1
1790,0.786,0.149,0.396,0.852,0.577,0.461,0.825,Excellent,0.777,0.848,0.822,0.51,0.192,0.559,0.293,0.549,0.086,0.746,0.937,0.53,2
1791,0.002,0.429,0.566,0.486,0.856,0.717,0.07,Average,0.357,0.649,0.939,0.951,0.466,0.657,0.504,0.805,0.973,0.474,0.248,0.615,1
1792,0.622,0.039,0.235,0.134,0.307,0.905,0.913,Bad,0.138,0.717,0.681,0.321,0.691,0.395,0.661,0.472,0.348,0.272,0.604,0.87,1
1793,0.586,0.901,0.516,0.845,0.541,0.952,0.368,Excellent,0.432,0.566,0.717,0.7,0.969,0.03,0.226,0.502,0.501,0.874,0.597,0.824,2
1794,0.812,0.197,0.178,0.106,0.831,0.377,0.782,Bad,0.047,0.291,0.077,0.466,0.306,0.048,0.02,0.728,0.969,0.486,0.142,0.46,1
1795,0.849,0.647,0.552,0.381,0.589,0.557,0.591,Excellent,0.421,0.64,0.625,0.94,0.963,0.045,0.58,0.081,0.093,0.014,0.816,0.819,2
1796,0.297,0.92,0.696,0.545,0.516,0.967,0.196,Excellent,0.27,0.857,0.436,0.774,0.044,0.756,0.978,0.093,0.526,0.92,0.813,0.244,2
1797,0.951,0.172,0.319,0.742,0.115,0.671,0.192,Bad,0.807,0.53,0.207,0.27,0.39,0.441,0.011,0.298,0.185,0.716,0.756,0.963,1
1798,0.502,0.5,0.645,0.475,0.616,0.162,0.649,Good,0.223,0.346,0.516,0.233,0.471,0.104,0.113,0.559,0.537,0.5,0.06,0.508,1
1799,0.834,0.56,0.005,0.737,0.749,0.489,0.45,Bad,0.616,0.394,0.705,0.453,0.62,0.969,0.6,0.923,0.627,0.857,0.513,0.74,1
1800,0.023,0.652,0.372,0.162,0.997,0.278,0.084,Excellent,0.569,0.601,0.618,0.187,0.048,0.002,0.552,0.032,0.682,0.557,0.85,0.702,1
1801,0.608,0.514,0.142,0.003,0.497,0.952,0.639,Average,0.985,0.536,0.658,0.192,0.112,0.098,0.576,0.81,0.888,0.753,0.979,0.668,1
1802,0.701,0.433,0.266,0.623,0.407,0.511,0.304,Bad,0.916,0.163,0.11,0.173,0.541,0.302,0.796,0.07,0.499,0.049,0.584,0.188,1
1803,0.797,0.008,0.32,0.365,0.148,0.429,0.908,Average,0.811,0.42,0.419,0.166,0.103,0.755,0.842,0.153,0.572,0.784,0.896,0.596,1
1804,0.394,0.267,0.915,0.73,0.871,0.521,0.425,Average,0.821,0.254,0.205,0.913,0.574,0.246,0.09,0.544,0.619,0.448,0.701,0.405,1
1805,0.146,0.164,0.797,0.984,0.098,0.186,0.766,Bad,0.381,0.827,0.938,0.283,0.474,0.964,0.098,0.4,0.398,0.976,0.974,0.972,2
1806,0.625,0.638,0.475,0.121,0.734,0.65,0.545,Good,0.071,0.238,0.441,0.699,0.03,0.448,0.776,0.774,0.099,0.244,0.668,0.822,1
1807,0.124,0.857,0.038,0.931,0.475,0.394,0.722,Excellent,0.511,0.144,0.445,0.179,0.273,0.871,0.042,0.52,0.765,0.556,0.856,0.055,2
1808,0.429,0.559,0.267,0.358,0.936,0.204,0.221,Bad,0.162,0.544,0.242,0,0.539,0.605,0.418,0.677,0.889,0.797,0.804,0.027,1
1809,0.003,0.306,0.192,0.251,0.778,0.635,0.201,Excellent,0.034,0.225,0.522,0.483,0.403,0.495,0.695,0.161,0.153,0.748,0.482,0.071,1
1810,0.084,0.495,0.303,0.674,0.633,0.886,0.039,Average,0.02,0.717,0.815,0.52,0.106,0.396,0.32,0.097,0.277,0.026,0.484,0.906,1
1811,0.193,0.822,0.054,0.405,0.772,0.221,0.527,Average,0.399,0.497,0.735,0.012,0.713,0.167,0.457,0.798,0.004,0.731,0.538,0.018,1
1812,0.836,0.792,0.477,0.699,0.268,0.89,0.555,Average,0.709,0.918,0.935,0.971,0.475,0.955,0.529,0.78,0.513,0.839,0.555,0.29,2
1813,0.033,0.245,0.634,0.829,0.341,0.921,0.93,Bad,0.239,0.613,0.737,0.958,0.115,0.213,0.187,0.482,0.884,0.651,0.267,0.18,1
1814,0.873,0.398,0.742,0.428,0.989,0.718,0.113,Good,0.417,0.087,0.516,0.251,0.052,0.365,0.97,0.516,0.058,0.545,0.747,0.075,1
